case_id,source_file,pair_id,pair_type,kind_hint,target_vitals,direction_accuracy,normalized_l2,num_target_vitals,num_missing_predictions,missing_predictions,direction_match,before_vitals,target_vitals_values,predicted_vitals,llm_raw_response,llm_parse_error,llm_api_error,model
pediatric_dka_2016,transitions/Endocrine/Pediatric DKA.json,p3,time_progression,no_action,"[""O2Sat""]",0.0,1.4,1,0,"{""O2Sat"": false}","{""O2Sat"": false}","{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 97, ""RR"": 28, ""T"": 36.5}","{""O2Sat"": 88}","{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 95, ""RR"": 28, ""T"": 36.5}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":95,""RR"":null,""T"":null}}",,,gpt-5.5
pediatric_dka_2016,transitions/Endocrine/Pediatric DKA.json,p4,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat"", ""T""]",0.8,25.41534969265621,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""T"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true, ""T"": true}","{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 97, ""RR"": 28, ""T"": 36.5}","{""BP_dia"": 0, ""BP_sys"": 0, ""HR"": 0, ""O2Sat"": 0, ""T"": 36.5}","{""BP_dia"": 85, ""BP_sys"": 125, ""HR"": 80, ""O2Sat"": 94, ""RR"": 28, ""T"": 36.5}","{""vitals"":{""BP_dia"":85,""BP_sys"":125,""HR"":80,""O2Sat"":94,""RR"":null,""T"":36.5}}",,,gpt-5.5
pediatric_dka_2016,transitions/Endocrine/Pediatric DKA.json,p5,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.5,8.584287972802404,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true, ""O2Sat"": true, ""RR"": false, ""T"": true}","{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 97, ""RR"": 28, ""T"": 36.5}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 140, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 90, ""BP_sys"": 135, ""HR"": 80, ""O2Sat"": 99, ""RR"": 28, ""T"": 36.5}","{""vitals"":{""BP_dia"":90,""BP_sys"":135,""HR"":80,""O2Sat"":99,""RR"":28,""T"":36.5}}",,,gpt-5.5
tumour_lysis_syndrome,transitions/Endocrine/Tumour Lysis Syndrome.json,p1,physiology_response,membrane_stabilization,"[""HR""]",1.0,1.2,1,0,"{""HR"": false}","{""HR"": true}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""HR"": 70}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 58, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":58,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
tumour_lysis_syndrome,transitions/Endocrine/Tumour Lysis Syndrome.json,p2,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",1.0,0.36055512754639896,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 67, ""BP_sys"": 102}","{""BP_dia"": 70, ""BP_sys"": 100, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""vitals"":{""BP_dia"":70,""BP_sys"":100,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
tumour_lysis_syndrome,transitions/Endocrine/Tumour Lysis Syndrome.json,p3,time_progression,no_action,"[""RR""]",0.0,4.4,1,0,"{""RR"": false}","{""RR"": false}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""RR"": 0}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 22, ""T"": 36.4}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":null,""RR"":22,""T"":null}}",,,gpt-5.5
tumour_lysis_syndrome,transitions/Endocrine/Tumour Lysis Syndrome.json,p4,physiology_response,hyperkalemia_shift,"[""HR""]",1.0,0.5,1,0,"{""HR"": false}","{""HR"": true}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 70, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""HR"": 90}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 85, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":85,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
massive_upper_gi_bleed,transitions/GI/Massive Upper GI Bleed.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,1.6155494421403511,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 60, ""BP_sys"": 105, ""HR"": 115, ""O2Sat"": 96, ""RR"": 24, ""T"": 37.8}","{""BP_dia"": 50, ""BP_sys"": 85, ""HR"": 140}","{""BP_dia"": 54, ""BP_sys"": 92, ""HR"": 126, ""O2Sat"": 96, ""RR"": 24, ""T"": 37.8}","{""vitals"":{""O2Sat"":null,""RR"":null,""T"":null,""BP_dia"":54,""BP_sys"":92,""HR"":126}}",,,gpt-5.5
massive_upper_gi_bleed,transitions/GI/Massive Upper GI Bleed.json,p2,physiology_response,blood_transfusion,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,0.8246211251235323,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 50, ""BP_sys"": 85, ""HR"": 140, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 95, ""HR"": 120}","{""BP_dia"": 58, ""BP_sys"": 95, ""HR"": 128, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":58,""BP_sys"":95,""HR"":128,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
massive_upper_gi_bleed,transitions/GI/Massive Upper GI Bleed.json,p3,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.3490737563232043,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 50, ""BP_sys"": 85, ""HR"": 140, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 55, ""BP_sys"": 90, ""HR"": 125}","{""BP_dia"": 52, ""BP_sys"": 88, ""HR"": 138, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":52,""BP_sys"":88,""HR"":138,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
massive_upper_gi_bleed,transitions/GI/Massive Upper GI Bleed.json,p4,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,8.972179222463181,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 50, ""BP_sys"": 85, ""HR"": 140, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 0, ""BP_sys"": 0, ""HR"": 130}","{""BP_dia"": 45, ""BP_sys"": 75, ""HR"": 150, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":45,""BP_sys"":75,""HR"":150,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
undifferentiated_abdominal_pain_shock,transitions/GI/Undifferentiated Abdominal Pain + Shock.json,p1,physiology_response,oxygen_support,"[""O2Sat""]",0.0,0.2,1,0,"{""O2Sat"": false}","{""O2Sat"": false}","{""BP_dia"": 76, ""BP_sys"": 112, ""HR"": 118, ""O2Sat"": 94, ""RR"": 28, ""T"": 37.9}","{""O2Sat"": 96}","{""BP_dia"": 76, ""BP_sys"": 112, ""HR"": 118, ""O2Sat"": 97, ""RR"": 28, ""T"": 37.9}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":97,""RR"":null,""T"":null}}",,,gpt-5.5
undifferentiated_abdominal_pain_shock,transitions/GI/Undifferentiated Abdominal Pain + Shock.json,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.6666666666666666,1.664331697709324,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": true, ""O2Sat"": true, ""RR"": false, ""T"": true}","{""BP_dia"": 76, ""BP_sys"": 112, ""HR"": 118, ""O2Sat"": 94, ""RR"": 28, ""T"": 37.9}","{""BP_dia"": 58, ""BP_sys"": 103, ""HR"": 124, ""O2Sat"": 94, ""RR"": 34, ""T"": 38.1}","{""BP_dia"": 72, ""BP_sys"": 106, ""HR"": 124, ""O2Sat"": 93, ""RR"": 30, ""T"": 38.0}","{""vitals"":{""BP_dia"":72,""BP_sys"":106,""HR"":124,""O2Sat"":93,""RR"":30,""T"":38.0}}",,,gpt-5.5
undifferentiated_abdominal_pain_shock,transitions/GI/Undifferentiated Abdominal Pain + Shock.json,p3,physiology_response,airway_management,"[""BP_sys"", ""BP_dia""]",1.0,0.36055512754639896,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 55, ""BP_sys"": 105, ""HR"": 125, ""O2Sat"": 97, ""RR"": 26, ""T"": 38.1}","{""BP_dia"": 40, ""BP_sys"": 85}","{""BP_dia"": 42, ""BP_sys"": 82, ""HR"": 125, ""O2Sat"": 97, ""RR"": 26, ""T"": 38.1}","{""vitals"":{""BP_dia"":42,""BP_sys"":82,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
altered_loc,transitions/Neurology/Altered LOC.json,p1,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,0.9110433579144299,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": false, ""HR"": true}","{""BP_dia"": 52, ""BP_sys"": 90, ""HR"": 130, ""O2Sat"": 92, ""RR"": 22, ""T"": 35.7}","{""BP_dia"": 65, ""BP_sys"": 95, ""HR"": 115}","{""BP_dia"": 58, ""BP_sys"": 100, ""HR"": 118, ""O2Sat"": 92, ""RR"": 22, ""T"": 35.7}","{""vitals"":{""BP_dia"":58,""BP_sys"":100,""HR"":118,""O2Sat"":92,""RR"":22,""T"":35.7}}",,,gpt-5.5
altered_loc,transitions/Neurology/Altered LOC.json,p2,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.4,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 52, ""BP_sys"": 90, ""HR"": 130, ""O2Sat"": 92, ""RR"": 22, ""T"": 35.7}","{""O2Sat"": 97}","{""BP_dia"": 52, ""BP_sys"": 90, ""HR"": 130, ""O2Sat"": 95, ""RR"": 22, ""T"": 35.7}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":95,""RR"":null,""T"":null}}",,,gpt-5.5
altered_loc,transitions/Neurology/Altered LOC.json,p3,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.2,5.3113086899558,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": true}","{""BP_dia"": 52, ""BP_sys"": 90, ""HR"": 130, ""O2Sat"": 92, ""RR"": 22, ""T"": 35.7}","{""BP_dia"": 75, ""BP_sys"": 130, ""HR"": 120, ""O2Sat"": 86, ""RR"": 24}","{""BP_dia"": 50, ""BP_sys"": 86, ""HR"": 134, ""O2Sat"": 90, ""RR"": 24, ""T"": 35.7}","{""vitals"":{""BP_dia"":50,""BP_sys"":86,""HR"":134,""O2Sat"":90,""RR"":24,""T"":null}}",,,gpt-5.5
altered_loc,transitions/Neurology/Altered LOC.json,p4,physiology_response,airway_medication,"[""BP_sys"", ""BP_dia""]",1.0,1.8027756377319946,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 65, ""BP_sys"": 105, ""HR"": 110, ""O2Sat"": 98}","{""BP_dia"": 40, ""BP_sys"": 80}","{""BP_dia"": 55, ""BP_sys"": 90, ""HR"": 110, ""O2Sat"": 98, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":55,""BP_sys"":90,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
altered_loc,transitions/Neurology/Altered LOC.json,p5,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,1.841195263952197,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true}","{""BP_dia"": 75, ""BP_sys"": 130, ""HR"": 120, ""O2Sat"": 86, ""RR"": 24}","{""BP_dia"": 65, ""BP_sys"": 105, ""HR"": 110, ""O2Sat"": 98}","{""BP_dia"": 70, ""BP_sys"": 120, ""HR"": 115, ""O2Sat"": 94, ""RR"": 24, ""T"": null}","{""vitals"":{""BP_dia"":70,""BP_sys"":120,""HR"":115,""O2Sat"":94,""RR"":null,""T"":null}}",,,gpt-5.5
elderly_psychosis_agitation,transitions/Neurology/Elderly Psychosis and Agitation.json,p1,physiology_response,fluid_bolus,"[""HR""]",0.0,1.0,1,0,"{""HR"": false}","{""HR"": false}","{""BP_dia"": 70, ""BP_sys"": 110, ""HR"": 105, ""O2Sat"": 90, ""RR"": 12, ""T"": 36.3}","{""HR"": 90}","{""BP_dia"": 70, ""BP_sys"": 110, ""HR"": 100, ""O2Sat"": 90, ""RR"": 12, ""T"": 36.3}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":100,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
elderly_psychosis_agitation,transitions/Neurology/Elderly Psychosis and Agitation.json,p2,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.4,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 70, ""BP_sys"": 110, ""HR"": 105, ""O2Sat"": 90, ""RR"": 12, ""T"": 36.3}","{""O2Sat"": 96}","{""BP_dia"": 70, ""BP_sys"": 110, ""HR"": 105, ""O2Sat"": 94, ""RR"": 12, ""T"": 36.3}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":94,""RR"":null,""T"":null}}",,,gpt-5.5
elderly_psychosis_agitation,transitions/Neurology/Elderly Psychosis and Agitation.json,p3,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.4,2.1840329667841556,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": true}","{""BP_dia"": 55, ""BP_sys"": 95, ""HR"": 90, ""O2Sat"": 80, ""RR"": 6, ""T"": 36.3}","{""BP_dia"": 65, ""BP_sys"": 105, ""HR"": 80, ""O2Sat"": 99, ""RR"": 12}","{""BP_dia"": 53, ""BP_sys"": 92, ""HR"": 88, ""O2Sat"": 94, ""RR"": 12, ""T"": 36.3}","{""vitals"":{""BP_dia"":53,""BP_sys"":92,""HR"":88,""O2Sat"":94,""RR"":12,""T"":null}}",,,gpt-5.5
geriatric_trauma_head_injury,transitions/Neurology/Geriatric Case 5 Trauma with Head Injury.json,p1,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.2,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 60, ""BP_sys"": 115, ""HR"": 85, ""O2Sat"": 94, ""RR"": 16, ""T"": 36.1}","{""O2Sat"": 98}","{""BP_dia"": 60, ""BP_sys"": 115, ""HR"": 85, ""O2Sat"": 97, ""RR"": 16, ""T"": 36.1}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":97,""RR"":null,""T"":null}}",,,gpt-5.5
geriatric_trauma_head_injury,transitions/Neurology/Geriatric Case 5 Trauma with Head Injury.json,p2,physiology_response,osmotherapy,"[""HR"", ""BP_sys"", ""BP_dia""]",0.0,2.4758836806279896,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": 110, ""BP_sys"": 190, ""HR"": 50, ""O2Sat"": 98, ""RR"": 12, ""T"": 36.1}","{""BP_dia"": 90, ""BP_sys"": 170, ""HR"": 60}","{""BP_dia"": 108, ""BP_sys"": 185, ""HR"": 52, ""O2Sat"": 98, ""RR"": 12, ""T"": 36.1}","{""vitals"":{""BP_dia"":108,""BP_sys"":185,""HR"":52,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
geriatric_trauma_head_injury,transitions/Neurology/Geriatric Case 5 Trauma with Head Injury.json,p3,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat"", ""T""]",0.6,3.3970575502926055,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true, ""T"": true}","{""BP_dia"": 110, ""BP_sys"": 190, ""HR"": 50, ""O2Sat"": 98, ""RR"": 12, ""T"": 36.1}","{""BP_dia"": 90, ""BP_sys"": 150, ""HR"": 60, ""O2Sat"": 100, ""T"": 36.1}","{""BP_dia"": 105, ""BP_sys"": 180, ""HR"": 55, ""O2Sat"": 99, ""RR"": 12, ""T"": 36.1}","{""vitals"":{""BP_dia"":105,""BP_sys"":180,""HR"":55,""O2Sat"":99,""RR"":null,""T"":36.1}}",,,gpt-5.5
multi_trauma_kicked_off_horse,transitions/Neurology/Multi-trauma (Kicked off a Horse).json,p1,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,0.7071067811865476,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 96, ""RR"": 22, ""T"": 36.1}","{""BP_dia"": 45, ""BP_sys"": 85, ""HR"": 115}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 115, ""O2Sat"": 96, ""RR"": 22, ""T"": 36.1}","{""vitals"":{""BP_dia"":50,""BP_sys"":90,""HR"":115,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
multi_trauma_kicked_off_horse,transitions/Neurology/Multi-trauma (Kicked off a Horse).json,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,0.9273618495495705,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 96, ""RR"": 22, ""T"": 36.1}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 130}","{""BP_dia"": 36, ""BP_sys"": 74, ""HR"": 128, ""O2Sat"": 96, ""RR"": 22, ""T"": 36.1}","{""vitals"":{""BP_dia"":36,""BP_sys"":74,""HR"":128,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
multi_trauma_kicked_off_horse,transitions/Neurology/Multi-trauma (Kicked off a Horse).json,p3,physiology_response,airway_medication,"[""BP_sys"", ""BP_dia""]",1.0,0.5385164807134505,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 96, ""RR"": 22, ""T"": 36.1}","{""BP_dia"": 30, ""BP_sys"": 60}","{""BP_dia"": 32, ""BP_sys"": 65, ""HR"": 120, ""O2Sat"": 96, ""RR"": 22, ""T"": 36.1}","{""vitals"":{""BP_dia"":32,""BP_sys"":65,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
multi_trauma_kicked_off_horse,transitions/Neurology/Multi-trauma (Kicked off a Horse).json,p4,physiology_response,blood_transfusion,"[""BP_sys"", ""BP_dia""]",0.5,0.7071067811865476,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": false}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 130}","{""BP_dia"": 35, ""BP_sys"": 70}","{""BP_dia"": 40, ""BP_sys"": 75, ""HR"": 130, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":40,""BP_sys"":75,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
multi_trauma_kicked_off_horse,transitions/Neurology/Multi-trauma (Kicked off a Horse).json,p5,physiology_response,blood_transfusion,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,7.3171032519706865,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 130}","{""BP_dia"": 45, ""BP_sys"": 75, ""HR"": 45}","{""BP_dia"": 45, ""BP_sys"": 80, ""HR"": 118, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":45,""BP_sys"":80,""HR"":118,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
status_epilepticus,transitions/Neurology/Status Epilepticus.json,p1,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",0.5,1.0,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": false}","{""BP_dia"": 80, ""BP_sys"": 130, ""HR"": 130, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": 80, ""BP_sys"": 140}","{""BP_dia"": 80, ""BP_sys"": 130, ""HR"": 130, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""vitals"":{""BP_dia"":80,""BP_sys"":130,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
status_epilepticus,transitions/Neurology/Status Epilepticus.json,p2,physiology_response,anticonvulsant,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,3.448187929913334,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 140, ""O2Sat"": 94, ""RR"": null, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 140, ""O2Sat"": 90}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 130, ""O2Sat"": 94, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":70,""BP_sys"":105,""HR"":130,""O2Sat"":94,""RR"":null,""T"":null}}",,,gpt-5.5
status_epilepticus,transitions/Neurology/Status Epilepticus.json,p3,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.75,2.202271554554524,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true}","{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 140, ""O2Sat"": 94, ""RR"": null, ""T"": null}","{""BP_dia"": 85, ""BP_sys"": 120, ""HR"": 139, ""O2Sat"": 99}","{""BP_dia"": 85, ""BP_sys"": 140, ""HR"": 130, ""O2Sat"": 98, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":85,""BP_sys"":140,""HR"":130,""O2Sat"":98,""RR"":null,""T"":null}}",,,gpt-5.5
status_epilepticus,transitions/Neurology/Status Epilepticus.json,p4,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,3.028200785945344,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true, ""O2Sat"": true}","{""BP_dia"": 70, ""BP_sys"": 100, ""HR"": 140, ""O2Sat"": 90, ""RR"": null, ""T"": null}","{""BP_dia"": 85, ""BP_sys"": 120, ""HR"": 139, ""O2Sat"": 99}","{""BP_dia"": 68, ""BP_sys"": 96, ""HR"": 135, ""O2Sat"": 96, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":68,""BP_sys"":96,""HR"":135,""O2Sat"":96,""RR"":null,""T"":null}}",,,gpt-5.5
subarachnoid_hemorrhage_increased_icp,transitions/Neurology/Subarachnoid Hemorrhage with Increased Intracranial Pressure.json,p1,physiology_response,vasodilator,"[""BP_sys"", ""BP_dia""]",0.5,1.5652475842498528,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": false, ""BP_sys"": true}","{""BP_dia"": 102, ""BP_sys"": 200, ""HR"": 110, ""O2Sat"": 95, ""RR"": 8, ""T"": 36.9}","{""BP_dia"": 106, ""BP_sys"": 187}","{""BP_dia"": 92, ""BP_sys"": 180, ""HR"": 110, ""O2Sat"": 95, ""RR"": 8, ""T"": 36.9}","{""vitals"":{""BP_dia"":92,""BP_sys"":180,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
subarachnoid_hemorrhage_increased_icp,transitions/Neurology/Subarachnoid Hemorrhage with Increased Intracranial Pressure.json,p2,physiology_response,vasodilator,"[""BP_sys"", ""BP_dia""]",1.0,1.044030650891055,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 106, ""BP_sys"": 187, ""HR"": 110, ""O2Sat"": 95, ""RR"": 8, ""T"": 36.9}","{""BP_dia"": 95, ""BP_sys"": 155}","{""BP_dia"": 92, ""BP_sys"": 165, ""HR"": 110, ""O2Sat"": 95, ""RR"": 8, ""T"": 36.9}","{""vitals"":{""BP_dia"":92,""BP_sys"":165,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
